pop1,pop2,mean_pairwise_IBD_length,pop1_size,pop2_size,IBD_len_SE,lat,long,continent,country
Assyrian-Caucasus,Lebanese-Muslim,0.684,7,11,0.163,33.89,35.5,Asia,Lebanon
Turkmen,Slovenian,1.53,8,15,0.181,46.15,15,Europe,Slovenia
Jew-Georgian,Basque-France,0.997,7,14,0.172,43,0,Europe,France
Jew-French,Jew-Tunisian,4.514,7,7,0.604,36.8,10.18,Africa,Tunisia
Latvia-AJ,Yemenite-Desert,1.092,7,27,0.141,16.48,50.03,Asia,Yemen
Punjabi,Karakalpak,0.479,9,10,0.108,42.48,59.61,Asia,Uzbekistan
Punjabi,Russian-Northwest,1.257,9,9,0.197,57.59,28.73,Europe,Russia
Ukranian-East,Jew-Turkish,2.004,8,8,0.269,41.02,28.95,Europe,Turkey
Jew-Turkish,Italian-South,1.964,8,15,0.2,41.89,14.49,Europe,Italy
Hemshin,Poland-AJ,2.02,8,57,0.12,52.25,21,Europe,Poland
Darginian,Komi,2.501,8,18,0.238,61.87,51.43,Europe,Russia
Jew-Ethiopian,Italian-Northwest,0.211,7,11,0.084,45.05,7.52,Europe,Italy
general-AJ,Bashkir,2.025,7,56,0.122,54.32,56.12,Europe,Russia
Jew-Tunisian,Czechia-AJ,4.125,7,13,0.468,50.08,14.47,Europe,Czechia
Jew-Iranian,Abkhasian,1.621,9,12,0.214,43.04,40.93,Asia,Abkhazia
Jew-Libyan,French-Northeast,1.235,8,10,0.204,48.76,6.13,Europe,France
Jew-Kurdish,Croat,1.369,8,14,0.178,43.63,16.84,Europe,Croatia
general-AJ,Moroccan,1.963,7,10,0.292,33.53,-7.58,Africa,Morocco
Syrian,Abkhasian,1.109,8,12,0.171,43.04,40.93,Asia,Abkhazia
Punjabi,Bashkir,0.75,9,56,0.065,54.32,56.12,Europe,Russia
Spanish-South,Germany-AJ,3.671,8,26,0.243,52.52,13.4,Europe,Germany
Spanish-South,Lak,1.433,8,9,0.251,42.17,47.12,Europe,Russia
Hemshin,Moroccan,1.241,8,10,0.212,33.53,-7.58,Africa,Morocco
Ukranian-West,Kazakh-West,2.396,8,13,0.258,51.8,67.16,Asia,Kazakhstan
Maltese,Karakalpak,0.987,8,10,0.19,42.48,59.61,Asia,Uzbekistan
Cypriot,Ukranian-East,2.182,7,8,0.336,50.74,34.39,Europe,Ukraine
Jew-Yemenite,Sardinian,0.958,7,20,0.136,40,9,Europe,Italy
Tunisian,Mozabite,11.435,8,21,0.499,32,3,Africa,Algeria
Maltese,Spanish-Catalonia,2.434,8,57,0.123,41.68,1.66,Europe,Spain
Lebanese-Christian,Hungary-AJ,1.599,9,26,0.141,47.5,19.08,Europe,Hungary
Lak,French-Northwest,2.162,9,10,0.257,48.25,-3.24,Europe,France
Uzbek-West,German,2.574,8,13,0.27,51.48,10.37,Europe,Germany
Iranian-South,Swede,1.962,8,20,0.157,59.31,18,Europe,Sweden
Ukranian-East,Kyrgyz-North,1.481,8,25,0.133,43.12,81.15,Asia,Kyrgyzstan
Turk-West,Norwegian,2.179,8,12,0.287,60.32,5.81,Europe,Norway
Russian-Southwest,Czech,10.147,8,10,0.554,50.1,14.4,Europe,Czechoslovakia
Jew-Georgian,Croat,1.386,7,14,0.213,43.63,16.84,Europe,Croatia
Turkmen,Slovakian,2.055,8,15,0.198,48.67,19.7,Europe,Slovakia
Bulgarian,Baloch,1.636,9,20,0.156,30.5,66.5,Asia,Pakistan
Ukranian-East,Syrian,0.99,8,8,0.235,35.13,36.87,Asia,Syria
Punjabi,Turk-Central,0.433,9,10,0.107,38.73,35.48,Asia,Turkey
Punjabi,Latvian,1.091,9,9,0.21,56.91,24.1,Europe,Latvia
Jew-French,general-AJ,107.67,7,7,2.81,52.23,21.02,Europe,Poland
Jew-Turkish,Tuscan,1.903,8,15,0.228,43.36,11.12,Europe,Italy
Hemshin,Russian-Central,2.08,8,58,0.146,57.19,38.52,Europe,Russia
Darginian,Azeri,3.122,8,18,0.313,40.97,47.86,Europe,Russia
Jew-Ethiopian,Ukranian-Central,0.139,7,12,0.07,50.47,30.3,Europe,Ukraine
general-AJ,Spanish-Catalonia,3.309,7,57,0.156,41.68,1.66,Europe,Spain
Latvia-AJ,Lithuania-AJ,78.025,7,27,2.717,54.68,25.32,Europe,Lithuania
Jew-Tunisian,Lezgin,0.591,7,13,0.172,42.05,48.1,Europe,Russia
Jew-Libyan,French-Northwest,1.144,8,10,0.201,48.25,-3.24,Europe,France
Jew-Kurdish,Sicilian-West,1.348,8,14,0.182,38.02,12.52,Europe,Italy
Punjabi,Spanish-Catalonia,0.702,9,57,0.064,41.68,1.66,Europe,Spain
Albanian,Estonian,4.802,9,16,0.303,58.45,25.31,Europe,Estonia
Jew-Iranian,Icelandic,1.92,9,12,0.253,64.13,-21.93,Europe,Iceland
Spanish-South,Tatar-Volga,2.335,8,26,0.172,54.19,52.71,Europe,Russia
Spanish-South,Punjabi,0.882,8,9,0.212,29.89,74.48,Asia,Pakistan
Syrian,Icelandic,1.45,8,12,0.205,64.13,-21.93,Europe,Iceland
Turk-Northeast,Belarusian,2.064,9,14,0.191,53.64,27.47,Europe,Belarus
Ukranian-West,Lithuanian,15.917,8,13,0.765,55,23.93,Europe,Lithuania
Maltese,Turk-Central,1.196,8,10,0.219,38.73,35.48,Asia,Turkey
Lebanese-Christian,Georgian,0.862,9,26,0.102,41.96,42.06,Asia,Turkey
Latvian,Jew-Italian,3.149,9,11,0.299,41.9,12.48,Europe,Italy
Tunisian,Iranian-Central,0.527,8,22,0.092,31.43,51.07,Asia,Iran
Maltese,Poland-AJ,2.221,8,57,0.126,52.25,21,Europe,Poland
Russian-Northwest,BedouinB,1.11,9,12,0.178,31,35,Asia,Israel
Lak,Czech,2.379,9,10,0.322,50.1,14.4,Europe,Czechoslovakia
Gagauz,Hazara,1.396,9,11,0.236,33.5,70,Asia,Pakistan
Ukranian-East,Yemenite-Northwest,1.142,8,26,0.141,15.74,44.45,Asia,Yemen
Iranian-South,Brahui,13.814,8,21,0.702,30.5,66.5,Asia,Pakistan
Jew-Georgian,Sicilian-West,1.455,7,14,0.198,38.02,12.52,Europe,Italy
Turkmen,Corsican,1.172,8,16,0.171,42.04,9.01,Europe,France
Russian-Southwest,Assyrian-MiddleEast,1.355,8,11,0.213,37.27,44.21,Asia,Turkey
Turk-West,Abkhasian,1.456,8,12,0.209,43.04,40.93,Asia,Abkhazia
Bulgarian,Swede,4.859,9,20,0.245,59.31,18,Europe,Sweden
Ukranian-East,Jew-Libyan,1.713,8,8,0.288,32.92,13.18,Africa,Libya
Punjabi,Moroccan,0.359,9,10,0.111,33.53,-7.58,Africa,Morocco
Jew-French,Jew-Yemenite,1.888,7,7,0.346,15.35,44.2,Asia,Yemen
Punjabi,Gagauz,0.672,9,9,0.144,45.54,28.38,Europe,Moldova
Jew-Turkish,Slovenian,2.343,8,15,0.271,46.15,15,Europe,Slovenia
Darginian,Armenian,1.715,8,18,0.181,40.2,44.39,Asia,Armenia
Jew-Ethiopian,Tabasaran,0.251,7,12,0.095,42.05,47.81,Europe,Russia
French-North,Ingush,1.327,9,9,0.21,43.52,44.58,Europe,Russia
Bengali,Romanian,0.562,9,10,0.147,45.78,22.95,Europe,Romania
Jew-Kurdish,Udmurt,1.198,8,14,0.189,56.43,52.66,Europe,Russia
Jew-Libyan,Czech,1.713,8,10,0.22,50.1,14.4,Europe,Czechoslovakia
Punjabi,Poland-AJ,0.516,9,57,0.056,52.25,21,Europe,Poland
Spanish-South,Yemenite-Desert,0.839,8,27,0.098,16.48,50.03,Asia,Yemen
Spanish-South,Lebanese-Christian,1.273,8,9,0.217,33.89,35.5,Asia,Lebanon
Albanian,Russian-Arctic,4.535,9,17,0.282,63.43,45.1,Europe,Russia
Turk-Northeast,Basque-France,1.792,9,14,0.255,43,0,Europe,France
Jew-Iranian,Italian-North,2.084,9,12,0.208,46,10,Europe,Italy
Syrian,Italian-North,1.302,8,12,0.204,46,10,Europe,Italy
Maltese,Moroccan,2.163,8,10,0.333,33.53,-7.58,Africa,Morocco
French-North,Mordvin,3.835,9,34,0.197,54.49,44.21,Europe,Russia
Lebanese-Christian,Germany-AJ,1.815,9,26,0.144,52.52,13.4,Europe,Germany
Maltese,Russian-Central,2.376,8,58,0.126,57.19,38.52,Europe,Russia
Latvian,Italian-Northwest,3.923,9,11,0.312,45.05,7.52,Europe,Italy
Tunisian,Romania-AJ,1.286,8,23,0.145,44.43,26.1,Europe,Romania
Russian-Northwest,Jew-Uzbek,1.436,9,12,0.222,41.31,69.29,Asia,Uzbekistan
Ukranian-East,Jew-Bulgarian,2.778,8,26,0.211,42.68,23.32,Europe,Bulgaria
Lak,Assyrian-MiddleEast,1.156,9,11,0.22,37.27,44.21,Asia,Turkey
Gagauz,Kumyk,2.758,9,11,0.27,43.18,46.76,Europe,Russia
Ingush,Roman-Iberia,1.522,9,28,0.134,40.67,-3.14,Europe,Spain
Jew-Georgian,Udmurt,0.967,7,14,0.176,56.43,52.66,Europe,Russia
Russian-Southwest,Lebanese-Muslim,1.095,8,11,0.181,33.89,35.5,Asia,Lebanon
Turkmen,Greek-South,1.16,8,16,0.175,37.9,23.7,Europe,Greece
Turk-West,Icelandic,2.48,8,12,0.343,64.13,-21.93,Europe,Iceland
Ukranian-East,Spanish-South,3.619,8,8,0.451,37.7,-3.55,Europe,Spain
Bulgarian,Brahui,1.424,9,21,0.153,30.5,66.5,Asia,Pakistan
Punjabi,Romanian,0.572,9,10,0.134,45.78,22.95,Europe,Romania
Punjabi,Bengali,1.798,9,9,0.247,23.51,89.9,Asia,Bangladesh
Jew-French,Uzbek-West,1.43,7,8,0.355,41.55,60.63,Asia,Uzbekistan
general-AJ,Poland-AJ,88.786,7,57,1.191,52.25,21,Europe,Poland
Jew-Turkish,Slovakian,2.977,8,15,0.345,48.67,19.7,Europe,Slovakia
Chechen,Hungary-AJ,2.102,9,26,0.15,47.5,19.08,Europe,Hungary
Darginian,Pole,2.675,8,19,0.218,51.98,19.4,Europe,Poland
Jew-Ethiopian,Veps,0.164,7,12,0.073,61.3,35.01,Europe,Russia
Jew-Kurdish,Belarus-AJ,2.065,8,14,0.227,53.9,27.57,Europe,Belarus
French-North,Chechen,2.371,9,9,0.249,43.33,45.65,Europe,Russia
Bengali,Saudi,0.676,9,10,0.156,19.75,43.35,Asia,Saudi Arabia
Kurd,BedouinA,1.105,10,23,0.119,31,35,Asia,Israel
Spanish-South,Lithuania-AJ,3.272,8,27,0.202,54.68,25.32,Europe,Lithuania
Punjabi,Russian-Central,0.857,9,58,0.066,57.19,38.52,Europe,Russia
Spanish-South,Bulgarian,2.917,8,9,0.31,42.16,24.74,Europe,Bulgaria
Turk-Northeast,Croat,1.786,9,14,0.188,43.63,16.84,Europe,Croatia
Albanian,Karelian,3.887,9,17,0.283,60.85,32.14,Europe,Russia
Jew-Iranian,Circassian,1.177,9,12,0.151,44.28,41.55,Europe,Russia
Syrian,Circassian,1.301,8,12,0.237,44.28,41.55,Europe,Russia
Lebanese-Christian,Tatar-Volga,1.1,9,26,0.109,54.19,52.71,Europe,Russia
French-North,Ukraine-AJ,2.69,9,38,0.149,50.43,30.52,Europe,Ukraine
Avar,Hungarian,2.483,10,21,0.184,47.49,19.07,Europe,Hungary
Latvian,Ukranian-Central,16.156,9,12,0.723,50.47,30.3,Europe,Ukraine
Russian-Northwest,Greek-North,5.884,9,13,0.419,40.64,22.94,Europe,Greece
Turk-South,Uzbek-East,1.164,10,21,0.123,41.18,69.22,Asia,Uzbekistan
Lak,Lebanese-Muslim,1.153,9,11,0.182,33.89,35.5,Asia,Lebanon
Karakalpak,Swede,2.107,10,20,0.154,59.31,18,Europe,Sweden
Gagauz,Orcadian,3.517,9,11,0.329,59,-3,Europe,United Kingdom
Jew-Georgian,Belarus-AJ,2.205,7,14,0.278,53.9,27.57,Europe,Belarus
Ingush,Yemenite-Highlands,1.034,9,29,0.116,14.34,44.68,Asia,Yemen
Turk-Central,Baloch,0.979,10,20,0.117,30.5,66.5,Asia,Pakistan
Moroccan,Baloch,1.145,10,20,0.126,30.5,66.5,Asia,Pakistan
Bulgarian,Uzbek-East,1.416,9,21,0.143,41.18,69.22,Asia,Uzbekistan
Romanian,Swede,5.22,10,20,0.259,59.31,18,Europe,Sweden
Ukranian-East,Darginian,2.22,8,8,0.314,42.18,47.22,Europe,Russia
Punjabi,Saudi,0.423,9,10,0.116,19.75,43.35,Asia,Saudi Arabia
Punjabi,French-North,0.997,9,9,0.178,50.18,2.37,Europe,France
Saudi,Uzbek-East,0.851,10,21,0.108,41.18,69.22,Asia,Uzbekistan
general-AJ,Russian-Central,3.586,7,58,0.155,57.19,38.52,Europe,Russia
Jew-Turkish,Corsican,1.697,8,16,0.211,42.04,9.01,Europe,France
Chechen,Georgian,2.712,9,26,0.165,41.96,42.06,Asia,Turkey
Jew-Kurdish,Sindhi,0.727,8,14,0.134,25.49,69,Asia,Pakistan
Darginian,Sardinian,1.108,8,20,0.138,40,9,Europe,Italy
Jew-Ethiopian,Norwegian,0.138,7,12,0.061,60.32,5.81,Europe,Norway
Bengali,Portuguese,0.364,9,10,0.103,39.4,-8.22,Europe,Portugal
French-North,Kurd,1.283,9,10,0.218,43.8,40.4,Asia,Russia
Albanian,Gujarati,0.724,9,17,0.117,23.2,72.7,Asia,India
Kurd,Nogai,0.954,10,25,0.107,44.82,43.22,Europe,Russia
Turk-Northeast,Sicilian-West,1.506,9,14,0.161,38.02,12.52,Europe,Italy
Portuguese,Hungarian,3.557,10,21,0.217,47.49,19.07,Europe,Hungary
Spanish-North,BedouinA,1.242,10,23,0.141,31,35,Asia,Israel
Lebanese-Christian,Yemenite-Desert,1.379,9,27,0.134,16.48,50.03,Asia,Yemen
Syrian,Iranian-North,0.999,8,12,0.188,36.29,52.43,Asia,Iran
Jew-Iranian,Iranian-North,1.24,9,12,0.183,36.29,52.43,Asia,Iran
Avar,Mozabite,0.691,10,21,0.099,32,3,Africa,Algeria
Russian-Northwest,German,9.991,9,13,0.534,51.48,10.37,Europe,Germany
French-North,Russia-AJ,2.303,9,39,0.145,55.75,37.62,Europe,Russia
Turk-South,Tatar-Siberia,1.34,10,21,0.147,57.75,67.71,Asia,Russia
Latvian,Tabasaran,3.153,9,12,0.282,42.05,47.81,Europe,Russia
French-Northeast,Hungary-AJ,2.378,10,26,0.17,47.5,19.08,Europe,Hungary
Jew-Georgian,Sindhi,0.85,7,14,0.158,25.49,69,Asia,Pakistan
Lak,Hazara,1.242,9,11,0.174,33.5,70,Asia,Pakistan
Karakalpak,Brahui,0.859,10,21,0.11,30.5,66.5,Asia,Pakistan
Gagauz,Uyghur-North,0.944,9,11,0.178,43.95,80.86,Asia,China
Ingush,Spanish-Balearic,1.952,9,29,0.144,39.33,2.37,Europe,Spain
Turk-Central,Swede,1.581,10,20,0.16,59.31,18,Europe,Sweden
Moroccan,Swede,1.428,10,20,0.141,59.31,18,Europe,Sweden
Romanian,Brahui,1.175,10,21,0.131,30.5,66.5,Asia,Pakistan
Bulgarian,Tatar-Siberia,1.99,9,21,0.168,57.75,67.71,Asia,Russia
Punjabi,Portuguese,0.698,9,10,0.123,39.4,-8.22,Europe,Portugal
French-Northwest,Roman-Iberia,2.62,10,28,0.161,40.67,-3.14,Europe,Spain
Punjabi,Ingush,1.074,9,9,0.237,43.52,44.58,Europe,Russia
Saudi,Tatar-Siberia,0.638,10,21,0.097,57.75,67.71,Asia,Russia
Chechen,Germany-AJ,1.767,9,26,0.15,52.52,13.4,Europe,Germany
Czech,Mordvin,8.884,10,34,0.289,54.49,44.21,Europe,Russia
Jew-Ethiopian,Abkhasian,0.581,7,12,0.134,43.04,40.93,Asia,Abkhazia
Lebanese-Muslim,Hazara,0.454,11,11,0.107,33.5,70,Asia,Pakistan
Bengali,Spanish-North,0.66,9,10,0.143,43.05,-3.35,Europe,Spain
Hazara,Jew-Italian,0.802,11,11,0.128,41.9,12.48,Europe,Italy
French-North,Avar,1.96,9,10,0.22,41.93,47.33,Europe,Russia
Albanian,Pashtun,1.13,9,17,0.131,33.49,70.5,Asia,Pakistan
Lebanese-Christian,Bulgarian,1.625,9,9,0.211,42.16,24.74,Europe,Bulgaria
Turk-Northeast,Udmurt,1.02,9,14,0.145,56.43,52.66,Europe,Russia
Kurd,Kyrgyz-North,0.755,10,25,0.094,43.12,81.15,Asia,Kyrgyzstan
Orcadian,Belarusian,5.707,11,14,0.316,53.64,27.47,Europe,Belarus
Portuguese,Mozabite,3.036,10,21,0.217,32,3,Africa,Algeria
Lebanese-Christian,Lithuania-AJ,1.701,9,27,0.136,54.68,25.32,Europe,Lithuania
Kumyk,BedouinB,1.0,11,12,0.161,31,35,Asia,Israel
Spanish-North,Nogai,1.941,10,25,0.152,44.82,43.22,Europe,Russia
Russian-Northwest,Somali,0.162,9,13,0.061,5.6,48.3,Africa,Kenya
Avar,Iranian-Central,1.27,10,22,0.147,31.43,51.07,Asia,Iran
French-North,Bashkir,2.561,9,56,0.127,54.32,56.12,Europe,Russia
Turk-South,Spanish-Central,1.404,10,21,0.138,40.36,-3.74,Europe,Spain
French-Northeast,Georgian,1.23,10,26,0.108,41.96,42.06,Asia,Turkey
Latvian,Veps,17.314,9,12,0.803,61.3,35.01,Europe,Russia
Lak,Kumyk,7.935,9,11,0.543,43.18,46.76,Europe,Russia
Uyghur-North,Estonian,1.811,11,16,0.17,58.45,25.31,Europe,Estonia
Gagauz,Spanish-Valencia,2.494,9,11,0.297,39.02,-0.37,Europe,Spain
Ingush,Druze,1.282,9,30,0.132,32.05,35.02,Asia,Israel
Karakalpak,Uzbek-East,2.956,10,21,0.216,41.18,69.22,Asia,Uzbekistan
Turk-Central,Brahui,0.762,10,21,0.103,30.5,66.5,Asia,Pakistan
Moroccan,Brahui,0.784,10,21,0.103,30.5,66.5,Asia,Pakistan
Romanian,Uzbek-East,1.619,10,21,0.149,41.18,69.22,Asia,Uzbekistan
Punjabi,Spanish-North,0.942,9,10,0.241,43.05,-3.35,Europe,Spain
Bulgarian,Spanish-Central,2.951,9,21,0.224,40.36,-3.74,Europe,Spain
Punjabi,Chechen,0.943,9,9,0.177,43.33,45.65,Europe,Russia
French-Northwest,Yemenite-Highlands,0.66,10,29,0.086,14.34,44.68,Asia,Yemen
Saudi,Spanish-Central,1.405,10,21,0.145,40.36,-3.74,Europe,Spain
Chechen,Tatar-Volga,2.24,9,26,0.155,54.19,52.71,Europe,Russia
Jew-Ethiopian,Icelandic,0.156,7,12,0.081,64.13,-21.93,Europe,Iceland
Lebanese-Muslim,Kumyk,1.28,11,11,0.199,43.18,46.76,Europe,Russia
Czech,Ukraine-AJ,4.361,10,38,0.191,50.43,30.52,Europe,Ukraine
Bengali,French-Northeast,1.262,9,10,0.212,48.76,6.13,Europe,France
Hazara,Italian-Northwest,1.166,11,11,0.172,45.05,7.52,Europe,Italy
French-North,Turk-South,1.386,9,10,0.198,37,35.32,Asia,Turkey
Turk-Northeast,Belarus-AJ,1.872,9,14,0.208,53.9,27.57,Europe,Belarus
Lebanese-Christian,Albanian,1.578,9,9,0.214,41.32,19.82,Europe,Albania
Albanian,Chuvash,3.467,9,18,0.259,55.33,48.74,Europe,Russia
Orcadian,Basque-France,5.97,11,14,0.349,43,0,Europe,France
Kurd,Yemenite-Northwest,1.146,10,26,0.112,15.74,44.45,Asia,Yemen
Portuguese,Iranian-Central,1.22,10,22,0.119,31.43,51.07,Asia,Iran
Lebanese-Christian,Roman-Iberia,0.944,9,28,0.102,40.67,-3.14,Europe,Spain
Russian-Northwest,Czechia-AJ,3.54,9,13,0.355,50.08,14.47,Europe,Czechia
Kumyk,Jew-Uzbek,1.73,11,12,0.184,41.31,69.29,Asia,Uzbekistan
Spanish-North,Kyrgyz-North,0.901,10,25,0.094,43.12,81.15,Asia,Kyrgyzstan
Avar,Romania-AJ,1.645,10,23,0.135,44.43,26.1,Europe,Romania
Turk-South,Hungarian,2.086,10,21,0.155,47.49,19.07,Europe,Hungary
French-North,Spanish-Catalonia,4.072,9,57,0.158,41.68,1.66,Europe,Spain
Latvian,Norwegian,8.694,9,12,0.553,60.32,5.81,Europe,Norway
French-Northeast,Germany-AJ,2.434,10,26,0.161,52.52,13.4,Europe,Germany
Lak,Orcadian,3.458,9,11,0.277,59,-3,Europe,United Kingdom
Uyghur-North,Russian-Arctic,1.791,11,17,0.168,63.43,45.1,Europe,Russia
Gagauz,Moldavian,6.72,9,11,0.486,46.51,29.66,Europe,Moldova
Karakalpak,Tatar-Siberia,4.293,10,21,0.285,57.75,67.71,Asia,Russia
Turk-Central,Uzbek-East,1.035,10,21,0.124,41.18,69.22,Asia,Uzbekistan
Ingush,Adygei,5.213,9,31,0.282,44.39,39.31,Europe,Russia
Moroccan,Uzbek-East,0.534,10,21,0.085,41.18,69.22,Asia,Uzbekistan
Romanian,Tatar-Siberia,2.214,10,21,0.162,57.75,67.71,Asia,Russia
Punjabi,Kurd,0.679,9,10,0.139,43.8,40.4,Asia,Russia
Punjabi,French-Northeast,1.169,9,10,0.196,48.76,6.13,Europe,France
French-Northwest,Spanish-Balearic,4.262,10,29,0.205,39.33,2.37,Europe,Spain
Bulgarian,Hungarian,6.417,9,21,0.308,47.49,19.07,Europe,Hungary
Saudi,Hungarian,1.419,10,21,0.138,47.49,19.07,Europe,Hungary
Chechen,Yemenite-Desert,0.803,9,27,0.102,16.48,50.03,Asia,Yemen
Spanish-Valencia,Baloch,1.148,11,20,0.123,30.5,66.5,Asia,Pakistan
Bengali,French-Northwest,0.987,9,10,0.166,48.25,-3.24,Europe,France
Lebanese-Muslim,Orcadian,1.153,11,11,0.167,59,-3,Europe,United Kingdom
French-North,Karakalpak,1.375,9,10,0.216,42.48,59.61,Asia,Uzbekistan
Turk-Northeast,Sindhi,0.858,9,14,0.133,25.49,69,Asia,Pakistan
Czech,Russia-AJ,3.864,10,39,0.198,55.75,37.62,Europe,Russia
Hazara,Ukranian-Central,1.415,11,12,0.174,50.47,30.3,Europe,Ukraine
Lebanese-Christian,Turk-Northeast,1.171,9,9,0.187,41,39.73,Asia,Turkey
Albanian,Ossetian,1.819,9,18,0.17,43.07,44.23,Europe,Russia
Kurd,Jew-Bulgarian,1.338,10,26,0.12,42.68,23.32,Europe,Bulgaria
Lebanese-Christian,Yemenite-Highlands,1.209,9,29,0.113,14.34,44.68,Asia,Yemen
Orcadian,Croat,4.44,11,14,0.29,43.63,16.84,Europe,Croatia
Russian-Northwest,Lezgin,2.518,9,13,0.244,42.05,48.1,Europe,Russia
Spanish-North,Yemenite-Northwest,1.058,10,26,0.115,15.74,44.45,Asia,Yemen
Kumyk,Greek-North,2.014,11,13,0.198,40.64,22.94,Europe,Greece
Portuguese,Romania-AJ,2.37,10,23,0.173,44.43,26.1,Europe,Romania
French-North,Poland-AJ,2.724,9,57,0.125,52.25,21,Europe,Poland
Turk-South,Mozabite,1.258,10,21,0.136,32,3,Africa,Algeria
Avar,BedouinA,0.969,10,23,0.11,31,35,Asia,Israel
Latvian,Abkhasian,2.063,9,12,0.231,43.04,40.93,Asia,Abkhazia
French-Northeast,Tatar-Volga,3.679,10,26,0.208,54.19,52.71,Europe,Russia
Moldavian,Hungary-AJ,3.053,11,26,0.187,47.5,19.08,Europe,Hungary
Gagauz,Jew-Azeri,1.766,9,11,0.239,40.88,48.02,Asia,Azerbaijan
Karakalpak,Spanish-Central,1.146,10,21,0.124,40.36,-3.74,Europe,Spain
Uyghur-North,Karelian,1.458,11,17,0.136,60.85,32.14,Europe,Russia
Ingush,Tajik,1.654,9,32,0.14,38.41,69.6,Asia,Tajikistan
Turk-Central,Tatar-Siberia,1.107,10,21,0.139,57.75,67.71,Asia,Russia
Moroccan,Tatar-Siberia,0.386,10,21,0.071,57.75,67.71,Asia,Russia
Punjabi,French-Northwest,1.073,9,10,0.167,48.25,-3.24,Europe,France
Romanian,Spanish-Central,2.908,10,21,0.196,40.36,-3.74,Europe,Spain
Jew-Azeri,Bashkir,0.868,11,56,0.068,54.32,56.12,Europe,Russia
French-Northwest,Druze,1.119,10,30,0.107,32.05,35.02,Asia,Israel
Bulgarian,Mozabite,1.39,9,21,0.142,32,3,Africa,Algeria
Chechen,Lithuania-AJ,1.895,9,27,0.15,54.68,25.32,Europe,Lithuania
Saudi,Mozabite,2.082,10,21,0.192,32,3,Africa,Algeria
Bengali,Czech,1.164,9,10,0.2,50.1,14.4,Europe,Czechoslovakia
Lebanese-Muslim,Uyghur-North,0.706,11,11,0.135,43.95,80.86,Asia,China
Spanish-Valencia,Swede,4.174,11,20,0.225,59.31,18,Europe,Sweden
Turk-Northeast,Italian-South,2.035,9,15,0.202,41.89,14.49,Europe,Italy
French-North,Turk-Central,1.763,9,10,0.276,38.73,35.48,Asia,Turkey
Lebanese-Christian,Russian-Northwest,1.045,9,9,0.198,57.59,28.73,Europe,Russia
Albanian,Turk-Northwest,3.027,9,18,0.262,40.4,28.56,Asia,Turkey
Lebanese-Christian,Spanish-Balearic,1.599,9,29,0.129,39.33,2.37,Europe,Spain
Czech,Bashkir,4.789,10,56,0.16,54.32,56.12,Europe,Russia
Kurd,Hungary-AJ,1.67,10,26,0.134,47.5,19.08,Europe,Hungary
Russian-Northwest,Kazakh-East,2.008,9,13,0.24,44,87.46,Asia,Kazakhstan
Hazara,Tabasaran,1.153,11,12,0.159,42.05,47.81,Europe,Russia
Orcadian,Sicilian-West,2.593,11,14,0.243,38.02,12.52,Europe,Italy
Spanish-North,Jew-Bulgarian,2.645,10,26,0.169,42.68,23.32,Europe,Bulgaria
Kumyk,German,2.239,11,13,0.203,51.48,10.37,Europe,Germany
Portuguese,BedouinA,1.342,10,23,0.139,31,35,Asia,Israel
French-North,Russian-Central,4.389,9,58,0.146,57.19,38.52,Europe,Russia
French-Northeast,Yemenite-Desert,0.637,10,27,0.077,16.48,50.03,Asia,Yemen
Turk-South,Iranian-Central,1.494,10,22,0.153,31.43,51.07,Asia,Iran
Latvian,Icelandic,7.383,9,12,0.422,64.13,-21.93,Europe,Iceland
Moldavian,Georgian,1.566,11,26,0.128,41.96,42.06,Asia,Turkey
Avar,Nogai,1.852,10,25,0.146,44.82,43.22,Europe,Russia
Gagauz,Karachay,1.646,9,11,0.212,43.94,42.52,Europe,Russia
Karakalpak,Hungarian,2.017,10,21,0.159,47.49,19.07,Europe,Hungary
Uyghur-North,Gujarati,0.887,11,17,0.114,23.2,72.7,Asia,India
Turk-Central,Spanish-Central,1.37,10,21,0.141,40.36,-3.74,Europe,Spain
Ingush,Palestinian,1.424,9,33,0.111,32.13,35.04,Asia,Israel
Moroccan,Spanish-Central,2.332,10,21,0.182,40.36,-3.74,Europe,Spain
Punjabi,Czech,0.999,9,10,0.155,50.1,14.4,Europe,Czechoslovakia
Jew-Azeri,Spanish-Catalonia,1.395,11,57,0.076,41.68,1.66,Europe,Spain
Romanian,Hungarian,7.389,10,21,0.352,47.49,19.07,Europe,Hungary
French-Northwest,Adygei,1.97,10,31,0.133,44.39,39.31,Europe,Russia
Jordanian,BedouinB,5.369,11,12,0.374,31,35,Asia,Israel
Bulgarian,Iranian-Central,1.482,9,22,0.153,31.43,51.07,Asia,Iran
Chechen,Roman-Iberia,1.756,9,28,0.143,40.67,-3.14,Europe,Spain
Saudi,Iranian-Central,1.15,10,22,0.123,31.43,51.07,Asia,Iran
Bengali,Assyrian-MiddleEast,0.783,9,11,0.165,37.27,44.21,Asia,Turkey
Turk-Northeast,Tuscan,1.674,9,15,0.184,43.36,11.12,Europe,Italy
Spanish-Valencia,Brahui,0.964,11,21,0.109,30.5,66.5,Asia,Pakistan
Lebanese-Muslim,Spanish-Valencia,1.159,11,11,0.16,39.02,-0.37,Europe,Spain
